"resource_id"	"resource_name"	"url"	"resource_type"	"description"	"project_id"	"test"
3288	"The Locus Lookup tool at MaizeGDB"	"http://maizegdb.org/cgi-bin/locus_lookup.cgi"	"Tool"	"Identification of genomic regions in maize by integrating sequence information with physical and genetic maps"	1	"test"
3289	"MouseBook"	"http://www.mousebook.org"	"Tool"	"An integrated portal of mouse resources"	1	"test"
3290	"MitoMiner"	"http://mitominer.mrc-mbu.cam.ac.uk/"	"Tool"	"A data warehouse for mitochondrial proteomics data"	1	"test"
3291	"RepeatsDB 2.0"	"http://repeatsdb.bio.unipd.it/"	"Tool"	"Improved annotation, classification, search and visualization of repeat protein structures"	1	"test"
3292	"WebCARMA"	"http://webcarma.cebitec.uni-bielefeld.de"	"Tool"	"A web application for the functional and taxonomic classification of unassembled metagenomic reads"	1	"test"
3293	"Regulators of Androgen Action Resource"	"http://www.lerner.ccf.org/cancerbio/heemers/RAAR/search/"	"Tool"	"A one-stop shop for the comprehensive study of androgen receptor action"	1	"test"
3294	"TieDIE"	"https://sysbiowiki.soe.ucsc.edu/tiedie"	"Tool"	"Software for computing regulatory subnetworks from mutation and transcript data"	1	"test"
3295	"HiTSelect"	"https://github.com/diazlab/HiTSelect"	"Tool"	"A comprehensive tool for high-complexity-pooled screen analysis"	1	"test"
3296	"DA 1.0"	"http://da.csml.org"	"Tool"	"Parameter estimation of biological pathways using data assimilation approach"	1	"test"
3297	"medpie"	"http://www.cis.upenn.edu/~ungar/medpie.zip"	"Tool"	"An information extraction package for medical message board posts"	1	"test"
3298	"Savant"	"http://compbio.cs.toronto.edu/savant"	"Tool"	"Genome browser for high-throughput sequencing data"	1	"test"
3299	"SPSens"	"http://sourceforge.net/projects/spsens/"	"Tool"	"A software package for stochastic parameter sensitivity analysis of biochemical reaction networks"	1	"test"
3300	"Bendix"	"http://sbcb.bioch.ox.ac.uk/Bendix"	"Tool"	"Intuitive helix geometry analysis and abstraction"	1	"test"
3301	"ALADYN"	"http://aladyn.escience-lab.org"	"Tool"	"A web server for aligning proteins by matching their large-scale motion"	1	"test"
3302	"Gene-oriented ortholog database"	"http://goods.ibms.sinica.edu.tw/goods/"	"Tool"	"A functional comparison platform for orthologous loci"	1	"test"
3303	"ESBTL"	"http://esbtl.sf.net"	"Tool"	"Efficient PDB parser and data structure for the structural and geometric analysis of biological macromolecules"	1	"test"
3304	"OMBlast"	"https://github.com/aldenleung/OMBlast"	"Tool"	"Alignment tool for optical mapping using a seed-and-extend approach"	1	"test"
3305	"Bookshelf"	"http://sbcb.bioch.ox.ac.uk/bookshelf/"	"Tool"	"A simple curation system for the storage of biomolecular simulation data"	1	"test"
3306	"Lipid Data Analyzer"	"http://genome.tugraz.at/lda"	"Tool"	"Unattended identification and quantitation of lipids in LC-MS data"	1	"test"
3307	"anota"	"http://www.bioconductor.org"	"Tool"	"Analysis of differential translation in genome-wide studies"	1	"test"
3308	"FTEC"	"http://genome.sph.umich.edu/wiki/FTEC"	"Tool"	"A coalescent simulator for modeling faster than exponential growth"	1	"test"
3309	"MIRACH"	"http://sourceforge.net/projects/mirach/"	"Tool"	"Efficient model checker for quantitative biological pathway models"	1	"test"
3310	"PvTFDB"	"http://www.multiomics.in/PvTFDB/"	"Tool"	"A Phaseolus vulgaris transcription factors database for expediting functional genomics in legumes"	1	"test"
3311	"PathScan"	"http://genome.wustl.edu/software/pathscan"	"Tool"	"A tool for discerning mutational significance in groups of putative cancer genes"	1	"test"
3312	"SPRINT"	"http://www.protonet.cs.huji.ac.il/sprint"	"Tool"	"Side-chain prediction inference toolbox for multistate protein design"	1	"test"
3313	"NGSView"	"http://ngsview.sourceforge.net"	"Tool"	"An extensible open source editor for next-generation sequencing data"	1	"test"
3314	"DrugScore webserver"	"http://cpclab.uni-duesseldorf.de/dsppi"	"Tool"	"Fast and accurate in silico alanine scanning for scoring protein–protein interactions"	1	"test"
3315	"hiPathDB"	"http://hiPathDB.kobic.re.kr"	"Tool"	"A human-integrated pathway database with facile visualization"	1	"test"
3316	"MSV3d"	"http://decrypthon.igbmc.fr/msv3d"	"Tool"	"Database of human MisSense variants mapped to 3D protein structure"	1	"test"
3317	"ACT"	"http://act.gersteinlab.org"	"Tool"	"Aggregation and correlation toolbox for analyses of genome tracks"	1	"test"
3318	"The Ark"	"https://github.com/The-Ark-Informatics/ark/"	"Tool"	"A customizable web-based data management tool for health and medical research"	1	"test"
3319	"Seq2Logo"	"http://www.cbs.dtu.dk/biotools/Seq2Logo"	"Tool"	"A method for construction and visualization of amino acid binding motifs and sequence profiles including sequence weighting, pseudo counts and two-sided representation of amino acid enrichment and depletion"	1	"test"
3320	"CAMPways"	"http://code.google.com/p/campways/"	"Tool"	"Constrained alignment framework for the comparative analysis of a pair of metabolic pathways"	1	"test"
3321	"e-LEA3D"	"http://bioinfo.ipmc.cnrs.fr/lea.html"	"Tool"	"A computational-aided drug design web server"	1	"test"
3322	"COSINE"	"http://cran.r-project.org/web/packages/COSINE/index.html"	"Tool"	"COndition-SpecIfic sub-NEtwork identification using a global optimization method"	1	"test"
3323	"CTD Dashboard"	"https://ctd2-dashboard.nci.nih.gov/"	"Tool"	"A searchable web interface to connect validated results from the Cancer Target Discovery and Development Network"	1	"test"
3324	"FoXS, FoXSDock and MultiFoXS"	"http://salilab.org/foxs"	"Tool"	"Single-state and multi-state structural modeling of proteins and their complexes based on SAXS profiles"	1	"test"
3325	"I-TASSER-MR"	"http://zhanglab.ccmb.med.umich.edu/I-TASSER-MR"	"Tool"	"Automated molecular replacement for distant-homology proteins using iterative fragment assembly and progressive sequence truncation"	1	"test"
3326	"NBRP databases"	"http://www.nbrp.jp"	"Tool"	"Databases of biological resources in Japan"	1	"test"
3327	"GeneMANIA Cytoscape plugin"	"http://www.genemania.org/plugin/"	"Tool"	"Fast gene function predictions on the desktop"	1	"test"
3328	"JAWAMix5"	"http://code.google.com/p/jawamix5/"	"Tool"	"An out-of-core HDF5-based java implementation of whole-genome association studies using mixed models"	1	"test"
3329	"phyloMeta"	"http://lajeunesse.myweb.usf.edu/publications"	"Tool"	"A program for phylogenetic comparative analyses with meta-analysis"	1	"test"
3330	"ValiDichro"	"http://valispec.cryst.bbk.ac.uk/circularDichroism/ValiDichro/upload.html"	"Tool"	"A website for validating and quality control of protein circular dichroism spectra"	1	"test"
3331	"The DynaMine webserver"	"http://dynamine.ibsquare.be"	"Tool"	"Predicting protein dynamics from sequence"	1	"test"
3332	"Porter, PaleAle 4.0"	"http://distillf.ucd.ie/porterpaleale/"	"Tool"	"High-accuracy prediction of protein secondary structure and relative solvent accessibility"	1	"test"
3333	"GEN3VA"	"http://amp.pharm.mssm.edu/gen3va"	"Tool"	"Aggregates and analyzes gene expression signatures extracted from GEO"	1	"test"
3334	"FindGeo"	"http://metalweb.cerm.unifi.it/tools/findgeo/"	"Tool"	"A tool for determining metal coordination geometry"	1	"test"
3335	"RADER"	"http://rcidm.org/rader/"	"Tool"	"A RApid DEcoy Retriever to facilitate decoy based assessment of virtual screening"	1	"test"
3336	"UET"	"http://mammoth.bcm.tmc.edu/uet/"	"Tool"	"A database of evolutionarily-predicted functional determinants of protein sequences that cluster as functional sites in protein structures"	1	"test"
3337	"ICV App"	"https://clue.io/icv"	"Tool"	"A matrix-based interactive heatmap to explore relationships within the data"	1	"test"
3338	"dbCRY"	"http://cfgp.snu.ac.kr/"	"Tool"	"A Web-based comparative and evolutionary genomics platform for blue-light receptors"	1	"test"
3339	"Ensembl Genomes"	"http://www.ensemblgenomes.org"	"Tool"	"Extending Ensembl across the taxonomic space"	1	"test"
3340	"Admix’em"	"https://github.com/melop/admixem"	"Tool"	"A flexible framework for forward-time simulations of hybrid populations with selection and mate choice"	1	"test"
3341	"svm "	"http://www.cs.gmu.edu/~mlbio/svmprat"	"Tool"	"SVM-based Protein Residue Annotation Toolkit"	1	"test"
3342	"BamView"	"http://bamview.sourceforge.net/"	"Tool"	"Viewing mapped read alignment data in the context of the reference sequence"	1	"test"
3343	"Evoker"	"http://www.sanger.ac.uk/resources/software/evoker/"	"Tool"	"A visualization tool for genotype intensity data"	1	"test"
3344	"AS-EAST"	"http://as-alps.nagahama-i-bio.ac.jp/ASEAST/"	"Tool"	"A functional annotation tool for putative proteins encoded by alternatively spliced transcripts"	1	"test"
3345	"PLANdbAffy"	"http://affymetrix2.bioinf.fbb.msu.ru"	"Tool"	"Probe-level annotation database for Affymetrix expression microarrays"	1	"test"
3346	"MSeasy"	"http://cran.r-project.org/web/packages/MSeasy/index.html"	"Tool"	"Unsupervised and untargeted GC-MS data processing"	1	"test"
3347	"MetExplore"	"http://metexplore.toulouse.inra.fr"	"Tool"	"A web server to link metabolomic experiments and genome-scale metabolic networks"	1	"test"
3348	"LocusZoom"	"http://csg.sph.umich.edu/locuszoom"	"Tool"	"Regional visualization of genome-wide association scan results"	1	"test"
3349	"QUBIC"	"http://bioconductor.org/packages/QUBIC"	"Tool"	"A bioconductor package for qualitative biclustering analysis of gene co-expression data"	1	"test"
3350	"Targetfinder.org"	"http://targetfinder.org/"	"Tool"	"A resource for systematic discovery of transcription factor target genes"	1	"test"
3351	"MP"	"http://proteinformatics.charite.de/mppd"	"Tool"	"PD—a data base of internal packing densities, internal packing defects and internal waters of helical membrane proteins"	1	"test"
3352	"FISH Finder"	"http://code.google.com/p/fishfinder/downloads/list"	"Tool"	"A high-throughput tool for analyzing FISH images"	1	"test"
3353	"The BioC-BioGRID corpus"	"http://bioc.sourceforge.net/BioC-BioGRID.html"	"Tool"	"Full text articles annotated for curation of protein–protein and genetic interactions"	1	"test"
3354	"Mcheza"	"http://popgen.eu/soft/mcheza"	"Tool"	"A workbench to detect selection using dominant markers"	1	"test"
3355	"ZiFiT (Zinc Finger Targeter)"	"http://bindr.gdcb.iastate.edu/ZiFiT/"	"Tool"	"An updated zinc finger engineering tool"	1	"test"
3356	"ncIDP-assign"	"http://www.protein-nmr.org/"	"Tool"	"A SPARKY extension for the effective NMR assignment of intrinsically disordered proteins"	1	"test"
3357	"miRnalyze"	"http://www.mirnalyze.in"	"Tool"	"An interactive database linking tool to unlock intuitive microRNA regulation of cell signaling pathways"	1	"test"
3358	"2Struc"	"http://2struc.cryst.bbk.ac.uk"	"Tool"	"The secondary structure server"	1	"test"
3359	"deconSTRUCT"	"http://epsf.bmad.bii.a-star.edu.sg/struct_server.html"	"Tool"	"General purpose protein database search on the substructure level"	1	"test"
3360	"bc-GenExMiner 3.0"	"http://bcgenex.centregauducheau.fr"	"Tool"	"New mining module computes breast cancer gene expression correlation analyses"	1	"test"
3361	"PigVar"	"http://www.ibiomedical.net/pigvar/"	"Tool"	"A database of pig variations and positive selection signatures"	1	"test"
3362	"SA-Mot"	"http://sa-mot.mti.univ-paris-diderot.fr"	"Tool"	"A web server for the identification of motifs of interest extracted from protein loops"	1	"test"
3363	"3Drefine"	"http://sysbio.rnet.missouri.edu/3Drefine/"	"Tool"	"An interactive web server for efficient protein structure refinement"	1	"test"
3364	"ThreaDomEx"	"http://zhanglab.ccmb.med.umich.edu/ThreaDomEx"	"Tool"	"A unified platform for predicting continuous and discontinuous protein domains by multiple-threading and segment assembly"	1	"test"
3365	"RiceSRTFDB"	"http://www.nipgr.res.in/RiceSRTFDB.html"	"Tool"	"A database of rice transcription factors containing comprehensive expression, cis-regulatory element and mutant information to facilitate gene function analysis"	1	"test"
3366	"PepComposer"	"http://biocomputing.it/pepcomposer/webserver"	"Tool"	"Computational design of peptides binding to a given protein surface"	1	"test"
3367	"ODORactor"	"http://mdl.shsmu.edu.cn/ODORactor"	"Tool"	"A web server for deciphering olfactory coding"	1	"test"
3368	"Nucleos"	"http://nucleos.bio.uniroma2.it/nucleos/"	"Tool"	"A web server for the identification of nucleotide-binding sites in protein structures"	1	"test"
3369	"The binding site distance test score"	"http://www.reading.ac.uk/bioinf/downloads/"	"Tool"	"A robust method for the assessment of predicted protein binding sites"	1	"test"
3370	"GeneCodis3"	"http://genecodis.cnb.csic.es"	"Tool"	"A non-redundant and modular enrichment analysis tool for functional genomics"	1	"test"
3371	"MiCroKit 3.0"	"http://microkit.biocuckoo.org"	"Tool"	"An integrated database of midbody, centrosome and kinetochore"	1	"test"
3372	"KeyPathwayMinerWeb"	"http://keypathwayminer.compbio.sdu.dk"	"Tool"	"Online multi-omics network enrichment"	1	"test"
3373	"GPCRRD"	"http://zhanglab.ccmb.med.umich.edu/GPCRRD/"	"Tool"	"G protein-coupled receptor spatial restraint database for 3D structure modeling and function annotation"	1	"test"
3374	"A CTD–Pfizer collaboration"	"http://ctdbase.org/"	"Tool"	"Manual curation of 88 000 scientific articles text mined for drug–disease and drug–phenotype interactions"	1	"test"
3375	"miRTar2GO"	"http://www.mirtar2go.org"	"Tool"	"A novel rule-based model learning method for cell line specific microRNA target prediction that integrates Ago2 CLIP-Seq and validated microRNA–target interaction data"	1	"test"
3376	"RBO Aleph"	"http://compbio.robotics.tu-berlin.de/rbo_aleph/"	"Tool"	"Leveraging novel information sources for protein structure prediction"	1	"test"
3377	"MitoGenesisDB"	"http://www.dsimb.inserm.fr/dsimb_tools/mitgene/"	"Tool"	"An expression data mining tool to explore spatio-temporal dynamics of mitochondrial biogenesis"	1	"test"
3378	"e-RNA"	"http://www.e-rna.org"	"Tool"	"A collection of web servers for comparative RNA structure prediction and visualisation"	1	"test"
3379	"VSDocker"	"http://www.bio.nnov.ru/projects/vsdocker2/"	"Tool"	"A tool for parallel high-throughput virtual screening using AutoDock on Windows-based computer clusters"	1	"test"
3380	"CalMaTe"	"http://www.aroma-project.org/"	"Tool"	"A method and software to improve allele-specific copy number of SNP arrays for downstream segmentation"	1	"test"
3381	"SGAtools"	"http://sgatools.ccbr.utoronto.ca"	"Tool"	"One-stop analysis and visualization of array-based genetic interaction screens"	1	"test"
3382	"GUIdock"	"https://github.com/WebDataScience/GUIdock"	"Tool"	"Docker package containing a computational environment to run apps with a GUI"	1	"test"
3383	"PCIT"	"http://cran.r-project.org/package=PCIT"	"Tool"	"An R package for weighted gene co-expression networks based on partial correlation and information theory approaches"	1	"test"
3384	"HangOut"	"http://prodata.swmed.edu/HangOut/"	"Tool"	"Generating clean PSI-BLAST profiles for domains with long insertions"	1	"test"
3385	"iLoops"	"http://sbi.imim.es/iLoops.php"	"Tool"	"A protein–protein interaction prediction server based on structural features"	1	"test"
3386	"TFRank"	"http://kdbio.inesc-id.pt/software/tfrank/"	"Tool"	"Network-based prioritization of regulatory associations underlying transcriptional responses"	1	"test"
3387	"PIUMet"	"http://fraenkel-nsf.csbi.mit.edu/PIUMet/"	"Tool"	"Tool for discovering pathways of peaks from untargeted metabolomics data"	1	"test"
3388	"SPNConverter"	"http://apps.cytoscape.org/apps/spnconverter"	"Tool"	"A new link between static and dynamic complex network analysis"	1	"test"
3389	"PROXiMATE"	"http://www.iitm.ac.in/bioinfo/PROXiMATE/"	"Tool"	"A database of mutant protein–protein complex thermodynamics and kinetics"	1	"test"
3390	"PyKnot"	"http://www.pymol.org"	"Tool"	"A PyMOL tool for the discovery and analysis of knots in proteins"	1	"test"
3391	"VKCDB"	"http://vkcdb.biology.ualberta.ca"	"Tool"	"Voltage-gated K  channel database updated and upgraded"	1	"test"
3392	"CyanoLyase"	"http://cyanolyase.genouest.org/"	"Tool"	"A database of phycobilin lyase sequences, motifs and functions"	1	"test"
3393	"SLIM"	"http://aspendb.uga.edu/downloads"	"Tool"	"A sliding linear model for estimating the proportion of true null hypotheses in datasets with dependence structures"	1	"test"
3394	"The Virtual Xenbase"	"http://www.xenbase.org"	"Tool"	"Transitioning an online bioinformatics resource to a private cloud"	1	"test"
3395	"ParameciumDB in 2011"	"http://paramecium.cgm.cnrs-gif.fr"	"Tool"	"New tools and new data for functional and comparative genomics of the model ciliate Paramecium tetraurelia"	1	"test"
3396	"WellReader"	"http://prabi1.inrialpes.fr/trac/wellreader"	"Tool"	"A MATLAB program for the analysis of fluorescence and luminescence reporter gene data"	1	"test"
3397	"Interactive and fuzzy search"	"http://ipubmed.ics.uci.edu/"	"Tool"	"A dynamic way to explore MEDLINE"	1	"test"
3398	"SEQualyzer"	"http://bme.ucdavis.edu/aviranlab/SEQualyzer"	"Tool"	"Interactive tool for quality control and exploratory analysis of high-throughput RNA structural profiling data"	1	"test"
3399	"PathCards"	"http://pathcards.genecards.org/"	"Tool"	"Multi-source consolidation of human biological pathways"	1	"test"
3400	"CAPS-DB"	"http://www.bioinsilico.org/CAPSDB"	"Tool"	"A structural classification of helix-capping motifs"	1	"test"
3401	"CMView"	"http://www.bioinformatics.org/cmview/"	"Tool"	"Interactive contact map visualization and analysis"	1	"test"
3402	"SKEMPI"	"http://life.bsc.es/pid/mutation_database/"	"Tool"	"A Structural Kinetic and Energetic database of Mutant Protein Interactions and its use in empirical models"	1	"test"
3403	"PiNGO"	"http://www.gnu.org/"	"Tool"	"A Cytoscape plugin to find candidate genes in biological networks"	1	"test"
3404	"miRNAkey"	"http://ibis.tau.ac.il/miRNAkey"	"Tool"	"A software for microRNA deep sequencing analysis"	1	"test"
3405	"PUDGE"	"http://wiki.c2b2.columbia.edu/honiglab_public/index.php/Software:PUDGE"	"Tool"	"A flexible, interactive server for protein structure prediction"	1	"test"
3406	"Oncopression"	"http://www.oncopression.com"	"Tool"	"Gene expression compendium for cancer with matched normal tissues"	1	"test"
3407	"FNV"	"http://www.maayanlab.net/FNV"	"Tool"	"Light-weight flash-based network and pathway viewer"	1	"test"
3408	"NutriChem 2.0"	"http://sbb.hku.hk/services/NutriChem-2.0/"	"Tool"	"Exploring the effect of plant-based foods on human health and drug efficacy"	1	"test"
3409	"AquaSAXS"	"http://lorentz.dynstr.pasteur.fr/aquasaxs.php"	"Tool"	"A web server for computation and fitting of SAXS profiles with non-uniformally hydrated atomic models"	1	"test"
3410	"XMSF"	"http://sites.google.com/site/xmsfilter/"	"Tool"	"Structure-preserving noise reduction and pre-segmentation in microscope tomography"	1	"test"
3411	"COPRED"	"http://csbg.cnb.csic.es/copred"	"Tool"	"Prediction of fold, GO molecular function and functional residues at the domain level"	1	"test"
3412	"AStream"	"http://www.urr.cat/AStream/AStream.html"	"Tool"	"An R package for annotating LC/MS metabolomic data"	1	"test"
3413	"MCPath"	"http://safir.prc.boun.edu.tr/clbet_server"	"Tool"	"Monte Carlo path generation approach to predict likely allosteric pathways and functional residues"	1	"test"
3414	"ParticleStats"	"http://www.ParticleStats.com"	"Tool"	"Open source software for the analysis of particle motility and cytoskeletal polarity"	1	"test"
3415	"GLOOME"	"http://gloome.tau.ac.il/"	"Tool"	"Gain loss mapping engine"	1	"test"
3416	"GPSy"	"http://gpsy.genouest.org"	"Tool"	"A cross-species gene prioritization system for conserved biological processes—application in male gamete development"	1	"test"
3417	"SyMAP v3.4"	"http://www.agcol.arizona.edu/software/symap"	"Tool"	"A turnkey synteny system with application to plant genomes"	1	"test"
3418	"CMap Query"	"http://clue.io/query"	"Tool"	"Connections to user-defined signatures"	1	"test"
3419	"RPAN"	"http://www.rmbreeding.cn/pan3k"	"Tool"	"Rice pan-genome browser for ~3000 rice genomes"	1	"test"
3420	"JMassBalance"	"http://mathbiol.mpimp-golm.mpg.de/massbalance/"	"Tool"	"Mass-balanced randomization and analysis of metabolic networks"	1	"test"
3421	"PROMISCUOUS"	"http://bioinformatics.charite.de/promiscuous"	"Tool"	"A database for network-based drug-repositioning"	1	"test"
3422	"VarMod"	"http://www.wasslab.org/varmod"	"Tool"	"Modelling the functional effects of non-synonymous variants"	1	"test"
3423	"Absynte"	"http://archaea.u-psud.fr/absynte"	"Tool"	"A web tool to analyze the evolution of orthologous archaeal and bacterial gene clusters"	1	"test"
3424	"HPVdb"	"http://cvc.dfci.harvard.edu/hpv/"	"Tool"	"A data mining system for knowledge discovery in human papillomavirus with applications in T cell immunology and vaccinology"	1	"test"
3425	"BRAT"	"http://compbio.cs.ucr.edu/brat/"	"Tool"	"Bisulfite-treated reads analysis tool"	1	"test"
3426	"Threshold Average Precision (TAP-k)"	"http://www.ncbi.nlm.nih.gov/CBBresearch/Spouge/html.ncbi/tap/"	"Tool"	"A measure of retrieval designed for bioinformatics"	1	"test"
3427	"influx_s"	"http://metasys.insa-toulouse.fr/software/influx/"	"Tool"	"Increasing numerical stability and precision for metabolic flux analysis in isotope labelling experiments"	1	"test"
3428	"Cassis"	"http://pbil.univ-lyon1.fr/software/Cassis/"	"Tool"	"Detection of genomic rearrangement breakpoints"	1	"test"
3429	"genenames.org"	"http://www.genenames.org"	"Tool"	"The HGNC resources in 2011"	1	"test"
3430	"CandiSNPer"	"http://www2.hu-berlin.de/wikizbnutztier/software/CandiSNPer"	"Tool"	"A web tool for the identification of candidate SNPs for causal variants"	1	"test"
3431	"MSMS"	"http://www.mabs.at/ewing/msms/"	"Tool"	"A coalescent simulation program including recombination, demographic structure and selection at a single locus"	1	"test"
3432	"PANDORA"	"http://www.pandora.cs.huji.ac.il"	"Tool"	"Analysis of protein and peptide sets through the hierarchical integration of annotations"	1	"test"
3433	"The Zebrafish Model Organism Database"	"http://zfin.org"	"Tool"	"New support for human disease models, mutation details, gene expression phenotypes and searching"	1	"test"
3434	"ABMapper"	"http://abmapper.sourceforge.net/"	"Tool"	"A suffix array-based tool for multi-location searching and splice-junction mapping"	1	"test"
3435	"PanCGHweb"	"http://bamics2.cmbi.ru.nl/websoftware/pancgh/"	"Tool"	"A web tool for genotype calling in pangenome CGH data"	1	"test"
3436	"WDSPdb"	"http://wu.scbb.pkusz.edu.cn/wdsp/"	"Tool"	"A database for WD40-repeat proteins"	1	"test"
3437	"HippDB"	"http://code.google.com/p/helidb"	"Tool"	"A database of readily targeted helical protein–protein interactions"	1	"test"
3438	"Assocplots"	"https://github.com/khramts/assocplots"	"Tool"	"A Python package for static and interactive visualization of multiple-group GWAS results"	1	"test"
3439	"mGenomeSubtractor"	"http://bioinfo-mml.sjtu.edu.cn/mGS/"	"Tool"	"A web-based tool for parallel in silico subtractive hybridization analysis of multiple bacterial genomes"	1	"test"
3440	"NSSRF"	"https://github.com/zhangjiaobxy/nssrfPackage"	"Tool"	"Global network similarity search with subgraph signatures and its applications"	1	"test"
3441	"CycADS"	"http://www.cycadsys.org"	"Tool"	"An annotation database system to ease the development and update of BioCyc databases"	1	"test"
3442	"MIRU-VNTRplus"	"http://www.miru-vntrplus.org"	"Tool"	"A web tool for polyphasic genotyping of Mycobacterium tuberculosis complex bacteria"	1	"test"
3443	"IRaPPA"	"http://bmm.crick.ac.uk/~SwarmDock/"	"Tool"	"Information retrieval based integration of biophysical models for protein assembly selection"	1	"test"
3444	"OrthoNets"	"http://wodaklab.org/orthonets/"	"Tool"	"Simultaneous visual analysis of orthologs and their interaction neighborhoods across different organisms"	1	"test"
3445	"3DFlu"	"http://nucleus3d.cent.uw.edu.pl/influenza"	"Tool"	"Database of sequence and structural variability of the influenza hemagglutinin at population scale"	1	"test"
3446	"NoiseMaker"	"http://sourceforge.net/projects/noisemaker"	"Tool"	"Simulated screens for statistical assessment"	1	"test"
3447	"LSPR"	"http://bioinformatics.cau.edu.cn/LSPR"	"Tool"	"An integrated periodicity detection algorithm for unevenly sampled temporal microarray data"	1	"test"
3448	"OCaPPI-Db"	"http://ocappidb.uca.works"	"Tool"	"An oligonucleotide probe database for pathogen identification through hybridization capture"	1	"test"
3449	"MOLEonline 2.0"	"http://ncbr.muni.cz/mole"	"Tool"	"Interactive web-based analysis of biomacromolecular channels"	1	"test"
3450	"STOCHSIMGPU"	"http://www.maths.ox.ac.uk/cmb/STOCHSIMGPU"	"Tool"	"Parallel stochastic simulation for the Systems Biology Toolbox 2 for MATLAB"	1	"test"
3451	"The IntFOLD server"	"http://www.reading.ac.uk/bioinf/IntFOLD/"	"Tool"	"An integrated web resource for protein fold recognition, 3D model quality assessment, intrinsic disorder prediction, domain prediction and ligand binding site prediction"	1	"test"
3452	"CopyMap"	"http://www.sph.umich.edu/csg/szoellner/"	"Tool"	"Localization and calling of copy number variation by joint analysis of hybridization data from multiple individuals"	1	"test"
3453	"AMMOS2"	"http://drugmod.rpbs.univ-paris-diderot.fr/ammosHome.php"	"Tool"	"A web server for protein–ligand–water complexes refinement via molecular mechanics"	1	"test"
3454	"mCSM-AB"	"http://structure.bioc.cam.ac.uk/mcsm_ab"	"Tool"	"A web server for predicting antibody–antigen affinity changes upon mutation with graph-based signatures"	1	"test"
3455	"CoPAP"	"http://copap.tau.ac.il/"	"Tool"	"Coevolution of Presence–Absence Patterns"	1	"test"
3456	"TURNIP"	"http://www.ncyc.co.uk/software/turnip.html"	"Tool"	"Tracking unresolved nucleotide polymorphisms in large hard-to-assemble regions of repetitive DNA sequence"	1	"test"
3457	"popFBA"	"https://github.com/BIMIB-DISCo/popFBA"	"Tool"	"Tackling intratumour heterogeneity with Flux Balance Analysis"	1	"test"
3458	"DADP"	"http://split4.pmfst.hr/dadp/"	"Tool"	"The database of anuran defense peptides"	1	"test"
3459	"JASPAR 2010"	"http://jaspar.genereg.net"	"Tool"	"The greatly expanded open-access database of transcription factor binding profiles"	1	"test"
3460	"T-RMSD"	"http://tcoffee.crg.cat/apps/tcoffee/do:trmsd"	"Tool"	"A web server for automated fine-grained protein structural classification"	1	"test"
3461	"DichroMatch"	"http://dichromatch.cryst.bbk.ac.uk"	"Tool"	"A website for similarity searching of circular dichroism spectra"	1	"test"
3462	"Cpipe"	"http://cpipe.explora-biotech.com/cpipe/start.py"	"Tool"	"A comprehensive computational platform for sequence and structure-based analyses of Cysteine residues"	1	"test"
3463	"BioPortal"	"http://www.bioontology.org/wiki/index.php/NCBO_REST_services"	"Tool"	"Enhanced functionality via new Web services from the National Center for Biomedical Ontology to access and use ontologies in software applications"	1	"test"
3464	"EvoDB"	"http://www.bioinf.wits.ac.za/software/fire/evodb"	"Tool"	"A database of evolutionary rate profiles, associated protein domains and phylogenetic trees for PFAM-A"	1	"test"
3465	"NTRFinder"	"http://www.maths.otago.ac.nz/~aamatroud/"	"Tool"	"A software tool to find nested tandem repeats"	1	"test"
3466	"The Sol Genomics Network (solgenomics.net)"	"http://gmod.org/wiki/Chado"	"Tool"	"Growing tomatoes using Perl"	1	"test"
3467	"SysPTM 2.0"	"http://lifecenter.sgst.cn/SysPTM/"	"Tool"	"An updated systematic resource for post-translational modification"	1	"test"
3468	"Primerize-2D"	"http://primerize2d.stanford.edu"	"Tool"	"Automated primer design for RNA multidimensional chemical mapping"	1	"test"
3469	"Morpheus App"	"https://clue.io/morpheus/"	"Tool"	"An interactive version of the ICV that lets you manipulate and annotate an existing dataset"	1	"test"
3470	"‘RetinoGenetics’"	"http://www.retinogenetics.org/"	"Tool"	"A comprehensive mutation database for genes related to inherited retinal degeneration"	1	"test"
3471	"H-InvDB in 2009"	"http://www.h-invitational.jp/"	"Tool"	"Extended database and data mining resources for human genes and transcripts"	1	"test"
3472	"Ontobee"	"http://obofoundry.org"	"Tool"	"A linked ontology data server to support ontology term dereferencing, linkage, query and integration"	1	"test"
3473	"MDpocket"	"http://fpocket.sourceforge.net"	"Tool"	"Open-source cavity detection and characterization on molecular dynamics trajectories"	1	"test"
3474	"MSMSpdbb"	"http://org.uib.no/prokaryotedb/"	"Tool"	"Providing protein databases of closely related organisms to improve proteomic characterization of prokaryotic microbes"	1	"test"
3475	"ACNE"	"http://www.aroma-project.org/"	"Tool"	"A summarization method to estimate allele-specific copy numbers for Affymetrix SNP arrays"	1	"test"
3476	"LeishMicrosatDB"	"http://biomedinformri.com/leishmicrosat"	"Tool"	"Open source database of repeat sequences detected in six fully sequenced Leishmania genomes"	1	"test"
3477	"Literature mining of host–pathogen interactions"	"http://korkinlab.org/philm.html"	"Tool"	"Comparing feature-based supervised learning and language-based approaches"	1	"test"
